#GRM32ER71K475KE14,,
#2023/01/18,,
#c_dcbias_capchange,,
#capchange  25.0degC  AC1.0Vrms,,
DC Bias[V],Cap. Change Rate[%],
36.4,-55.662362191664705,
36.800000000000004,-56.22517763833008,
37.2,-56.778593441276406,
37.6,-57.322698338127395,
38.0,-57.85758505806542,
38.400000000000006,-58.38334992214422,
38.800000000000004,-58.90009246655854,
39.2,-59.407915087921914,
39.6,-59.906922709620105,
40.0,-60.39722246831802,
40.400000000000006,-60.87892341972043,
40.800000000000004,-61.352136262708456,
41.2,-61.81697308099301,
41.6,-62.27354710145215,
42.0,-62.72197246834323,
42.400000000000006,-63.1623640326058,
42.800000000000004,-63.59483715550027,
43.2,-64.01950752584739,
43.6,-64.43649099016733,
44.0,-64.84590339503605,
44.400000000000006,-65.24786044101253,
44.800000000000004,-65.64247754750627,
45.2,-66.02986972798554,
45.6,-66.41015147495499,
46.0,-66.78343665414955,
46.400000000000006,-67.14983840741989,
46.800000000000004,-67.50946906380833,
47.2,-67.86244005833468,
47.6,-68.20886185803954,
48.0,-68.54884389484556,
48.400000000000006,-68.88249450482603,
48.800000000000004,-69.20992087348752,
49.2,-69.53122898669193,
49.6,-69.84652358686371,
50.0,-70.15590813414542,
50.400000000000006,-70.45948477218276,
50.800000000000004,-70.75735429823553,
51.2,-71.04961613733045,
51.6,-71.33636832018198,
52.0,-71.61770746462628,
52.400000000000006,-71.8937287603264,
52.800000000000004,-72.16452595651808,
53.2,-72.43019135258244,
53.6,-72.69081579123917,
54.0,-72.94648865416966,
54.400000000000006,-73.197297859888,
54.800000000000004,-73.4433298636899,
55.2,-73.68466965951711,
55.6,-73.92140078358887,
56.0,-74.15360531965594,
56.400000000000006,-74.38136390574348,
56.800000000000004,-74.60475574226018,
57.2,-74.82385860135217,
57.6,-75.03874883739337,
58.0,-75.24950139850861,
58.400000000000006,-75.45618983903145,
58.800000000000004,-75.65888633280707,
59.2,-75.85766168725416,
59.6,-76.05258535810721,
60.0,-76.24372546476404,
60.400000000000006,-76.43114880616997,
60.800000000000004,-76.61492087717363,
61.2,-76.79510588529433,
61.6,-76.97176676784335,
62.0,-77.14496520935052,
62.400000000000006,-77.31476165924298,
62.800000000000004,-77.48121534973342,
63.2,-77.64438431387686,
63.6,-77.80432540375419,
64.0,-77.9610943087493,
64.4,-78.11474557388505,
64.8,-78.26533261818754,
65.2,-78.41290775305146,
65.60000000000001,-78.55752220057722,
